ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition
5b15307351caaf0001228d9b,12739,Green,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Sensitive
5b15307351caaf0001228d9b,1644,,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Sensitive
5b15307351caaf0001228d9b,2651,,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Sensitive
5b15307351caaf0001228d9b,15687,,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
5b15307351caaf0001228d9b,2498,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Sensitive
5b15307351caaf0001228d9b,12560,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Sensitive
5b15307351caaf0001228d9b,10832,,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
5b15307351caaf0001228d9b,6258,,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
5b15307351caaf0001228d9b,15849,,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Sensitive
66490b0f08d324ea177acb12,3729,,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Control
66490b0f08d324ea177acb12,19256,,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,8677,,Very harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,13607,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Control
66490b0f08d324ea177acb12,18111,,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,8367,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,8246,,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Control
66490b0f08d324ea177acb12,4316,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,19298,,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control
66490b0f08d324ea177acb12,14257,Strengthen the economy,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,13076,,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Control
66490b0f08d324ea177acb12,10907,,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,16446,,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,3148,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,3654,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,13603,,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Not at all harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,3251,,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,6104,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control
66490b0f08d324ea177acb12,19050,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Control
66490b0f08d324ea177acb12,19836,Green,Very harmful,Not at all harmful,Not at all harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,7554,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,9219,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control
66490b0f08d324ea177acb12,6969,,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,10067,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
66490b0f08d324ea177acb12,12598,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Control
66490b0f08d324ea177acb12,12738,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Control
66490b0f08d324ea177acb12,13442,,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control
66490b0f08d324ea177acb12,9193,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Control
673e9f0643dc18cae728b4b2,3729,,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,19256,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,8677,,Extremely harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,13607,,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,18111,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,8367,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,8246,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,4316,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,19298,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,14257,Pass legislation that will benefit the American people financially. ,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,13076,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,10907,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,16446,,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,3148,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,3654,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,13603,,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,3251,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,6104,,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,19050,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,19836,Green,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,7554,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,9219,,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,6969,,Extremely harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,10067,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,12598,,Extremely harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,12738,,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,13442,,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
673e9f0643dc18cae728b4b2,9193,,Extremely harmful,Slightly harmful,Not at all harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
66d409468bda1d745f24feed,3729,,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,19256,,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,8677,,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Control
66d409468bda1d745f24feed,13607,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,18111,,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,8367,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,8246,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,4316,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,19298,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,14257,Bridge the divide amongst the population.,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,13076,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,10907,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,16446,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,3148,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,3654,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,13603,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,3251,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,6104,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,19050,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,19836,Green,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,7554,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,9219,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,6969,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,10067,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,12598,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,12738,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
66d409468bda1d745f24feed,13442,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Control
66d409468bda1d745f24feed,9193,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
5e5970d82e08c91730119d00,8660,,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,10638,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,7824,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,6277,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,19922,,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,4860,,Extremely harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,4585,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,18993,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,14190,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,13588,Fix the economy ,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Financial
5e5970d82e08c91730119d00,11895,,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,16705,,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,7900,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,14201,,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,3759,,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,4268,,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,16809,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,9290,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,16429,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,10058,Green,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,4841,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,5818,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Moderately harmful,Extremely harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,11926,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Financial
5e5970d82e08c91730119d00,15431,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,3785,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
5e5970d82e08c91730119d00,12565,,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Financial
5e5970d82e08c91730119d00,14295,,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
5e5970d82e08c91730119d00,6528,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Financial
663293e5a4fed57611d5ca54,12464,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,18948,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control
663293e5a4fed57611d5ca54,11313,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control
663293e5a4fed57611d5ca54,7083,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Control
663293e5a4fed57611d5ca54,6369,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,2295,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,18927,,Very harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,17990,,Very harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,16297,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,13151,Lower prices for working Americans and fix inflation.,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,7437,,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,15870,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,12159,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,13606,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Control
663293e5a4fed57611d5ca54,10383,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,12029,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,1683,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,1935,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,17979,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,9859,Green,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,17816,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,10548,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,7196,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,15873,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,2186,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,6286,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,14568,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
663293e5a4fed57611d5ca54,15533,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control
678eacf80fbf76b58f0cbc58,12464,,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,18948,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,11313,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,7083,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,6369,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,2295,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,18927,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,17990,,Extremely harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,16297,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,13151,Lower or eliminate taxes,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,7437,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,15870,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,12159,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,13606,,Extremely harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,10383,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,12029,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
678eacf80fbf76b58f0cbc58,1683,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control
